customer_id,customer_name,segment,country_id
383,Customer_0383,Wholesale,3
384,Customer_0384,Wholesale,4
385,Customer_0385,Ecommerce,9
386,Customer_0386,Ecommerce,5
387,Customer_0387,Wholesale,9
388,Customer_0388,Retail,5
389,Customer_0389,Retail,1
390,Customer_0390,Ecommerce,3
391,Customer_0391,Wholesale,5
392,Customer_0392,Ecommerce,7
393,Customer_0393,Retail,6
394,Customer_0394,Wholesale,2
395,Customer_0395,KeyAccount,1
396,Customer_0396,KeyAccount,10
397,Customer_0397,Ecommerce,5
398,Customer_0398,Wholesale,7
399,Customer_0399,Wholesale,8
400,Customer_0400,KeyAccount,1
401,Customer_0401,Retail,6
402,Customer_0402,KeyAccount,2
403,Customer_0403,KeyAccount,1
404,Customer_0404,Ecommerce,10
405,Customer_0405,KeyAccount,4
406,Customer_0406,KeyAccount,7
407,Customer_0407,Retail,6
408,Customer_0408,Ecommerce,1
409,Customer_0409,KeyAccount,3
410,Customer_0410,Retail,5
411,Customer_0411,Retail,1
412,Customer_0412,Retail,6
413,Customer_0413,Wholesale,4
414,Customer_0414,Ecommerce,2
415,Customer_0415,Retail,5
416,Customer_0416,KeyAccount,3
417,Customer_0417,Wholesale,4
418,Customer_0418,KeyAccount,9
419,Customer_0419,Wholesale,1
420,Customer_0420,Wholesale,8
421,Customer_0421,KeyAccount,9
422,Customer_0422,KeyAccount,3
423,Customer_0423,Ecommerce,2
424,Customer_0424,Wholesale,5
425,Customer_0425,KeyAccount,1
426,Customer_0426,KeyAccount,9
427,Customer_0427,Wholesale,7
428,Customer_0428,Ecommerce,3
429,Customer_0429,Wholesale,9
430,Customer_0430,Wholesale,6
431,Customer_0431,Retail,4
432,Customer_0432,Ecommerce,7
433,Customer_0433,Ecommerce,7
434,Customer_0434,KeyAccount,9
435,Customer_0435,KeyAccount,8
436,Customer_0436,Ecommerce,5
437,Customer_0437,Wholesale,3
438,Customer_0438,Retail,3
439,Customer_0439,Wholesale,1
440,Customer_0440,Retail,9
441,Customer_0441,Ecommerce,5
442,Customer_0442,KeyAccount,6
443,Customer_0443,Wholesale,2
444,Customer_0444,Retail,10
445,Customer_0445,Retail,2
446,Customer_0446,KeyAccount,6
447,Customer_0447,KeyAccount,4
448,Customer_0448,Retail,4
449,Customer_0449,KeyAccount,9
450,Customer_0450,Wholesale,5
451,Customer_0451,KeyAccount,3
452,Customer_0452,KeyAccount,3
453,Customer_0453,Retail,10
454,Customer_0454,Wholesale,8
455,Customer_0455,Retail,3
456,Customer_0456,KeyAccount,1
457,Customer_0457,Ecommerce,8
458,Customer_0458,Retail,4
459,Customer_0459,Ecommerce,1
460,Customer_0460,Ecommerce,10
461,Customer_0461,Retail,9
462,Customer_0462,Ecommerce,6
463,Customer_0463,Ecommerce,2
464,Customer_0464,Ecommerce,7
465,Customer_0465,Wholesale,4
466,Customer_0466,Ecommerce,3
467,Customer_0467,Wholesale,9
468,Customer_0468,Retail,7
469,Customer_0469,KeyAccount,10
470,Customer_0470,Wholesale,2
471,Customer_0471,KeyAccount,10
472,Customer_0472,Ecommerce,2
473,Customer_0473,Ecommerce,10
474,Customer_0474,Ecommerce,10
475,Customer_0475,Wholesale,6
476,Customer_0476,Ecommerce,2
477,Customer_0477,Ecommerce,8
478,Customer_0478,Retail,1
479,Customer_0479,Ecommerce,2
480,Customer_0480,Wholesale,3
481,Customer_0481,Ecommerce,5
482,Customer_0482,Ecommerce,9
483,Customer_0483,KeyAccount,4
484,Customer_0484,Retail,1
485,Customer_0485,Wholesale,5
486,Customer_0486,KeyAccount,1
487,Customer_0487,KeyAccount,3
488,Customer_0488,Ecommerce,6
489,Customer_0489,Ecommerce,2
490,Customer_0490,KeyAccount,9
491,Customer_0491,Retail,2
492,Customer_0492,Retail,8
493,Customer_0493,Retail,1
494,Customer_0494,Wholesale,10
495,Customer_0495,Ecommerce,9
496,Customer_0496,Retail,4
497,Customer_0497,Ecommerce,10
498,Customer_0498,Ecommerce,8
499,Customer_0499,KeyAccount,7
500,Customer_0500,KeyAccount,8
501,Customer_0501,Retail,5
502,Customer_0502,Retail,4
503,Customer_0503,Ecommerce,1
504,Customer_0504,Ecommerce,1
505,Customer_0505,Ecommerce,6
506,Customer_0506,KeyAccount,4
507,Customer_0507,KeyAccount,6
508,Customer_0508,Ecommerce,4
509,Customer_0509,Retail,10
510,Customer_0510,Ecommerce,2
511,Customer_0511,Ecommerce,4
512,Customer_0512,Wholesale,3
513,Customer_0513,Retail,10
514,Customer_0514,Ecommerce,1
515,Customer_0515,KeyAccount,3
516,Customer_0516,Retail,8
517,Customer_0517,Wholesale,9
518,Customer_0518,Retail,4
519,Customer_0519,Retail,9
520,Customer_0520,Ecommerce,4
521,Customer_0521,Retail,6
522,Customer_0522,Ecommerce,1
523,Customer_0523,Ecommerce,9
524,Customer_0524,KeyAccount,4
525,Customer_0525,Retail,3
526,Customer_0526,KeyAccount,4
527,Customer_0527,Retail,5
528,Customer_0528,Wholesale,4
529,Customer_0529,Retail,9
530,Customer_0530,KeyAccount,8
531,Customer_0531,Retail,1
532,Customer_0532,Retail,2
533,Customer_0533,KeyAccount,4
534,Customer_0534,KeyAccount,9
535,Customer_0535,KeyAccount,9
536,Customer_0536,Retail,2
537,Customer_0537,Ecommerce,7
538,Customer_0538,Retail,1
539,Customer_0539,Ecommerce,2
540,Customer_0540,KeyAccount,4
541,Customer_0541,Wholesale,5
542,Customer_0542,Ecommerce,5
543,Customer_0543,Wholesale,3
544,Customer_0544,Ecommerce,10
545,Customer_0545,Wholesale,5
546,Customer_0546,Ecommerce,3
547,Customer_0547,Ecommerce,8
548,Customer_0548,Wholesale,1
549,Customer_0549,Retail,4
550,Customer_0550,KeyAccount,3
551,Customer_0551,Retail,2
552,Customer_0552,KeyAccount,2
553,Customer_0553,Retail,7
554,Customer_0554,Retail,7
555,Customer_0555,Wholesale,1
556,Customer_0556,Ecommerce,2
557,Customer_0557,Wholesale,2
558,Customer_0558,Wholesale,6
559,Customer_0559,Wholesale,8
560,Customer_0560,Ecommerce,6
561,Customer_0561,Wholesale,2
562,Customer_0562,Retail,9
563,Customer_0563,Retail,9
564,Customer_0564,KeyAccount,4
565,Customer_0565,Ecommerce,5
566,Customer_0566,Ecommerce,8
567,Customer_0567,KeyAccount,1
568,Customer_0568,Wholesale,7
569,Customer_0569,KeyAccount,2
570,Customer_0570,Retail,2
571,Customer_0571,Wholesale,9
572,Customer_0572,Wholesale,7
573,Customer_0573,KeyAccount,8
574,Customer_0574,Retail,3
575,Customer_0575,KeyAccount,3
576,Customer_0576,KeyAccount,10
577,Customer_0577,Ecommerce,9
578,Customer_0578,KeyAccount,5
579,Customer_0579,Ecommerce,2
580,Customer_0580,KeyAccount,7
581,Customer_0581,KeyAccount,6
582,Customer_0582,Wholesale,9
583,Customer_0583,Retail,8
584,Customer_0584,Wholesale,9
585,Customer_0585,Ecommerce,9
586,Customer_0586,Ecommerce,2
587,Customer_0587,KeyAccount,4
588,Customer_0588,Wholesale,3
589,Customer_0589,KeyAccount,6
590,Customer_0590,KeyAccount,8
591,Customer_0591,KeyAccount,5
592,Customer_0592,Retail,4
593,Customer_0593,Wholesale,9
594,Customer_0594,Retail,9
595,Customer_0595,Wholesale,5
596,Customer_0596,KeyAccount,9
597,Customer_0597,KeyAccount,2
598,Customer_0598,Retail,10
599,Customer_0599,KeyAccount,9
600,Customer_0600,KeyAccount,4
601,Customer_0601,Retail,3
602,Customer_0602,Ecommerce,6
603,Customer_0603,KeyAccount,2
604,Customer_0604,Wholesale,5
605,Customer_0605,Ecommerce,6
606,Customer_0606,KeyAccount,3
607,Customer_0607,KeyAccount,5
608,Customer_0608,Wholesale,7
609,Customer_0609,Ecommerce,3
610,Customer_0610,KeyAccount,2
611,Customer_0611,Retail,10
612,Customer_0612,Retail,1
613,Customer_0613,Retail,6
614,Customer_0614,Wholesale,10
615,Customer_0615,Wholesale,1
616,Customer_0616,KeyAccount,9
617,Customer_0617,Wholesale,5
618,Customer_0618,Retail,4
619,Customer_0619,Wholesale,10
620,Customer_0620,Retail,2
621,Customer_0621,Wholesale,6
622,Customer_0622,KeyAccount,1
623,Customer_0623,Retail,9
624,Customer_0624,KeyAccount,1
625,Customer_0625,Wholesale,2
626,Customer_0626,Wholesale,9
627,Customer_0627,Ecommerce,3
628,Customer_0628,KeyAccount,9
629,Customer_0629,Retail,4
630,Customer_0630,KeyAccount,8
631,Customer_0631,Retail,3
632,Customer_0632,Wholesale,9
633,Customer_0633,Wholesale,4
634,Customer_0634,Wholesale,4
635,Customer_0635,KeyAccount,3
636,Customer_0636,Ecommerce,6
637,Customer_0637,Retail,7
638,Customer_0638,Retail,2
639,Customer_0639,Retail,10
640,Customer_0640,Ecommerce,7
641,Customer_0641,KeyAccount,9
642,Customer_0642,Wholesale,3
643,Customer_0643,KeyAccount,5
644,Customer_0644,Ecommerce,9
645,Customer_0645,Wholesale,5
646,Customer_0646,Ecommerce,9
647,Customer_0647,KeyAccount,1
648,Customer_0648,Wholesale,4
649,Customer_0649,Wholesale,8
650,Customer_0650,Retail,7
651,Customer_0651,Wholesale,8
652,Customer_0652,Retail,10
653,Customer_0653,Retail,6
654,Customer_0654,Wholesale,4
655,Customer_0655,KeyAccount,9
656,Customer_0656,Retail,1
657,Customer_0657,KeyAccount,3
658,Customer_0658,Retail,5
659,Customer_0659,Retail,9
660,Customer_0660,Wholesale,6
661,Customer_0661,Wholesale,6
662,Customer_0662,Ecommerce,9
663,Customer_0663,KeyAccount,6
664,Customer_0664,Ecommerce,5
665,Customer_0665,Ecommerce,3
666,Customer_0666,Ecommerce,8
667,Customer_0667,Ecommerce,7
668,Customer_0668,Retail,3
669,Customer_0669,KeyAccount,4
670,Customer_0670,Ecommerce,6
671,Customer_0671,Retail,10
672,Customer_0672,KeyAccount,9
673,Customer_0673,Ecommerce,6
674,Customer_0674,Ecommerce,10
675,Customer_0675,Wholesale,7
676,Customer_0676,Retail,5
677,Customer_0677,Retail,6
678,Customer_0678,Retail,2
679,Customer_0679,Wholesale,1
680,Customer_0680,KeyAccount,2
681,Customer_0681,Wholesale,4
682,Customer_0682,Retail,6
683,Customer_0683,KeyAccount,8
684,Customer_0684,Retail,8
685,Customer_0685,Ecommerce,10
686,Customer_0686,KeyAccount,7
687,Customer_0687,Ecommerce,1
688,Customer_0688,Wholesale,8
689,Customer_0689,Wholesale,8
690,Customer_0690,Retail,7
691,Customer_0691,Ecommerce,3
692,Customer_0692,Retail,10
693,Customer_0693,Ecommerce,4
694,Customer_0694,KeyAccount,8
695,Customer_0695,Ecommerce,4
696,Customer_0696,Ecommerce,10
697,Customer_0697,Retail,7
698,Customer_0698,KeyAccount,10
699,Customer_0699,Ecommerce,4
700,Customer_0700,KeyAccount,5
701,Customer_0701,KeyAccount,9
702,Customer_0702,KeyAccount,10
703,Customer_0703,Ecommerce,9
704,Customer_0704,Wholesale,1
705,Customer_0705,Ecommerce,6
706,Customer_0706,Ecommerce,10
707,Customer_0707,Ecommerce,3
708,Customer_0708,KeyAccount,3
709,Customer_0709,Ecommerce,3
710,Customer_0710,Retail,9
711,Customer_0711,Ecommerce,3
712,Customer_0712,Ecommerce,5
713,Customer_0713,KeyAccount,6
714,Customer_0714,KeyAccount,6
715,Customer_0715,Ecommerce,9
716,Customer_0716,KeyAccount,1
717,Customer_0717,Retail,1
718,Customer_0718,KeyAccount,6
719,Customer_0719,Retail,7
720,Customer_0720,Ecommerce,10
721,Customer_0721,Retail,4
722,Customer_0722,Ecommerce,6
723,Customer_0723,Retail,9
724,Customer_0724,KeyAccount,7
725,Customer_0725,Wholesale,4
726,Customer_0726,KeyAccount,10
727,Customer_0727,KeyAccount,2
728,Customer_0728,KeyAccount,8
729,Customer_0729,Ecommerce,5
730,Customer_0730,Wholesale,6
731,Customer_0731,Ecommerce,3
732,Customer_0732,Ecommerce,3
733,Customer_0733,KeyAccount,9
734,Customer_0734,Ecommerce,5
735,Customer_0735,Ecommerce,9
736,Customer_0736,Ecommerce,10
737,Customer_0737,Wholesale,6
738,Customer_0738,Wholesale,9
739,Customer_0739,Wholesale,2
740,Customer_0740,Ecommerce,1
741,Customer_0741,KeyAccount,6
742,Customer_0742,Retail,5
743,Customer_0743,Ecommerce,4
744,Customer_0744,KeyAccount,10
745,Customer_0745,Wholesale,10
746,Customer_0746,KeyAccount,3
747,Customer_0747,KeyAccount,7
748,Customer_0748,KeyAccount,5
749,Customer_0749,Wholesale,1
750,Customer_0750,KeyAccount,9
751,Customer_0751,Retail,3
752,Customer_0752,Retail,3
753,Customer_0753,KeyAccount,3
754,Customer_0754,Retail,3
755,Customer_0755,Retail,7
756,Customer_0756,KeyAccount,5
757,Customer_0757,KeyAccount,10
758,Customer_0758,Wholesale,7
759,Customer_0759,Ecommerce,10
760,Customer_0760,Retail,4
761,Customer_0761,Ecommerce,3
762,Customer_0762,Ecommerce,3
763,Customer_0763,Ecommerce,6
764,Customer_0764,Wholesale,1
765,Customer_0765,Retail,4
766,Customer_0766,KeyAccount,5
767,Customer_0767,KeyAccount,1
768,Customer_0768,Wholesale,9
769,Customer_0769,Retail,5
770,Customer_0770,Ecommerce,10
771,Customer_0771,Wholesale,5
772,Customer_0772,Ecommerce,9
773,Customer_0773,Retail,4
774,Customer_0774,Retail,10
775,Customer_0775,KeyAccount,6
776,Customer_0776,Retail,4
777,Customer_0777,KeyAccount,9
778,Customer_0778,KeyAccount,5
779,Customer_0779,Ecommerce,10
780,Customer_0780,Ecommerce,7
781,Customer_0781,Wholesale,6
782,Customer_0782,Retail,9
783,Customer_0783,Ecommerce,10
784,Customer_0784,Retail,8
785,Customer_0785,Ecommerce,5
786,Customer_0786,Retail,6
787,Customer_0787,Retail,5
788,Customer_0788,Ecommerce,9
789,Customer_0789,Retail,8
790,Customer_0790,KeyAccount,2
791,Customer_0791,KeyAccount,8
792,Customer_0792,Ecommerce,4
793,Customer_0793,KeyAccount,1
794,Customer_0794,Retail,1
795,Customer_0795,Ecommerce,9
796,Customer_0796,KeyAccount,9
797,Customer_0797,KeyAccount,8
798,Customer_0798,Retail,7
799,Customer_0799,Wholesale,9
800,Customer_0800,KeyAccount,1
801,Customer_0801,Retail,6
802,Customer_0802,Ecommerce,1
803,Customer_0803,Ecommerce,6
804,Customer_0804,Retail,4
805,Customer_0805,Wholesale,8
806,Customer_0806,KeyAccount,10
807,Customer_0807,Retail,1
808,Customer_0808,Ecommerce,8
809,Customer_0809,Wholesale,3
810,Customer_0810,KeyAccount,7
811,Customer_0811,KeyAccount,5
812,Customer_0812,Ecommerce,5
813,Customer_0813,Ecommerce,6
814,Customer_0814,Wholesale,3
815,Customer_0815,Wholesale,1
816,Customer_0816,Wholesale,9
817,Customer_0817,KeyAccount,3
818,Customer_0818,Retail,10
819,Customer_0819,Retail,4
820,Customer_0820,Retail,3
