snapshot_date_id,product_id,warehouse_id,stock_on_hand
777,7482,3,554
791,5350,9,525
176,511,1,1491
405,6523,2,868
446,1859,5,2295
853,2212,2,2158
1084,6197,9,708
320,5209,9,302
890,7690,6,2259
421,7180,6,1838
302,1626,9,2932
472,7194,10,698
74,2749,10,1535
476,1192,10,24
756,4195,6,2331
761,2828,4,719
541,7983,2,1983
507,1302,7,469
384,5090,10,0
804,778,2,0
700,4453,1,2179
157,6058,7,7
415,3938,6,1829
78,1472,10,2598
229,3079,6,950
603,93,6,355
728,6528,9,0
207,4571,6,402
743,316,7,955
542,3569,5,1282
192,5935,3,119
531,5916,7,890
570,7306,5,2341
95,2385,4,1280
468,702,6,1743
1001,6748,8,2239
822,6925,10,2872
1070,3092,10,694
274,2310,8,1024
653,4897,6,1507
940,5846,4,1258
878,2624,8,2338
808,5403,4,977
602,525,3,645
1078,445,2,2640
478,3980,5,1144
269,3771,1,2724
768,7657,1,754
545,5719,3,680
184,1443,5,2973
297,2415,9,1508
502,6508,8,229
365,955,8,348
896,5595,1,349
646,7728,5,2439
184,6270,3,1796
974,2144,2,2179
935,1406,1,2530
1013,4824,7,1980
794,7861,1,313
486,4750,5,903
63,7097,4,1326
835,2594,10,1357
324,4882,4,2421
1036,283,8,2123
307,402,4,330
997,492,4,144
990,1015,1,264
382,4679,10,0
128,1939,9,361
829,3126,9,2740
175,7522,10,2243
101,5257,5,0
61,7617,8,0
860,4462,10,949
118,4646,5,127
452,5231,10,2819
1069,7439,3,338
763,1045,5,2643
198,5671,3,1489
809,1416,3,1541
45,433,6,1143
568,7310,10,954
840,2644,6,1998
247,1339,8,2291
1023,2531,4,71
796,4327,9,1338
138,5990,9,1732
56,1265,5,70
117,6533,10,2685
353,5525,8,399
878,1249,8,0
713,3405,6,413
585,5837,1,2878
69,3685,6,24
950,357,10,2086
49,3372,10,132
986,3287,6,0
723,7470,10,2133
169,6969,4,155
991,5072,7,1186
701,6353,4,2503
1013,1612,9,2555
1060,7463,7,629
581,5798,6,1915
115,2954,4,7
1022,5667,9,2102
693,2592,2,2841
1087,4870,6,288
356,7030,3,985
846,5989,4,9
78,4610,5,2946
514,2817,5,28
740,4139,4,570
137,1055,7,41
688,6826,9,2425
42,536,8,2519
789,5057,9,2267
650,6346,2,435
50,954,8,529
20,6566,3,340
720,7464,4,0
504,4976,2,0
478,4733,5,1777
335,6705,8,2409
42,3911,7,2387
1093,3890,1,0
1000,2939,7,1375
457,2463,8,712
24,2276,3,2052
171,5263,9,191
520,6785,9,2117
417,4488,5,2743
865,5446,7,1747
879,3773,6,2938
478,1436,3,2187
228,3579,10,2338
410,605,4,16
425,193,8,1902
738,3045,7,1304
587,2343,4,1361
1063,7325,7,2407
467,2182,9,625
886,115,7,175
936,2126,4,2777
378,3457,3,1682
312,7080,1,295
444,7884,7,0
260,5471,7,1526
464,5622,4,1260
2,6803,8,189
379,3901,6,2708
929,3886,1,1757
1014,2275,6,1119
50,1188,1,304
517,334,2,408
986,3828,5,1986
1079,1782,9,504
669,1078,8,330
635,2954,10,2024
411,5386,9,1935
678,2980,8,0
903,4313,7,1105
1040,2738,3,0
1048,2845,10,2200
180,7450,4,2959
864,5336,5,2882
1011,2975,9,1186
1050,2495,9,1286
267,5857,5,2339
184,261,6,0
987,4116,8,379
192,3442,9,2545
111,1425,8,0
165,348,7,1079
726,7655,7,960
170,371,4,1445
456,6711,1,1466
1064,3453,8,1403
487,6778,1,1281
312,5659,6,432
702,4442,5,2650
251,394,1,1016
766,743,2,0
1046,276,4,1251
808,7472,9,2447
974,6792,6,140
928,2024,10,2154
213,3474,8,2792
983,7860,2,785
306,4847,3,2215
169,3021,3,0
95,1376,8,0
815,7519,5,245
925,6600,7,0
927,79,6,1451
518,584,1,96
25,3542,7,2301
546,2423,9,951
337,4695,2,1873
1070,756,4,2960
822,7599,7,1522
882,1392,1,2429
334,1918,1,0
463,7662,10,1330
240,6324,8,1842
1020,5292,8,2151
31,3857,8,2851
638,543,6,2370
683,4016,9,1531
248,4624,1,334
472,2177,3,0
584,2133,7,422
318,7958,9,360
905,6825,6,2959
1050,6875,3,0
979,7434,3,105
88,1531,6,2539
117,2921,4,2849
848,4581,2,1328
439,4417,1,263
354,7822,9,457
322,6353,10,253
789,7500,9,949
769,3894,4,1202
124,6707,7,2754
588,1491,7,2055
692,6018,8,439
538,4188,9,2646
476,916,8,2720
875,5376,4,1846
854,758,10,2154
17,4925,9,1487
841,1453,5,1780
476,5549,4,0
846,6572,4,2857
353,7025,3,2075
250,687,4,511
71,6790,10,333
983,1577,1,765
131,2617,2,2826
92,3101,2,732
402,4028,4,0
834,4578,6,0
124,7053,4,770
585,6084,8,1477
882,2481,5,1002
977,7545,7,530
977,5127,7,1067
505,7449,6,106
196,3611,6,2679
345,5380,8,2226
1028,4817,7,0
728,753,3,0
425,6302,10,511
285,1654,5,0
460,6179,7,1336
108,7185,2,616
349,5035,2,1452
455,6516,9,2509
724,5757,7,325
993,5570,10,326
164,5598,10,329
619,3305,10,2555
991,1366,1,2394
1093,5313,8,2696
1005,1729,7,277
423,5075,8,303
335,4452,10,0
134,4795,9,26
727,2239,4,1159
433,2952,6,1586
635,2948,10,2551
379,111,5,0
441,6664,9,2710
1089,5212,5,2949
976,3308,2,2349
599,2633,9,0
855,7174,3,1282
434,3335,6,539
137,3948,1,344
82,4152,9,0
8,3815,5,69
295,3710,2,1418
543,5920,10,1107
641,7590,9,447
285,2140,1,1869
634,6050,3,1796
557,7799,2,2263
1083,546,5,1007
1007,2833,2,1951
111,47,3,2387
427,5877,5,1573
50,3101,5,2801
214,4009,2,1705
235,3750,5,2118
112,6246,5,1347
423,2915,3,929
379,5121,4,2431
96,63,6,1274
633,5223,9,2949
613,262,4,114
900,6385,7,1158
33,5541,1,2559
727,961,6,1237
143,6852,3,994
532,3688,10,0
659,4621,5,267
1030,2843,2,102
802,7876,6,398
422,4726,1,1828
455,7460,5,2014
382,1215,7,2186
97,3223,4,1727
133,5542,6,2159
1019,2058,9,310
141,1646,1,1685
200,5531,2,2652
291,7924,10,2223
81,5054,10,1429
1,682,6,41
827,244,1,0
731,643,8,0
625,6362,1,2265
358,3592,7,2153
612,2880,1,1452
71,5049,3,2462
314,5019,3,849
1089,4503,7,65
900,5785,10,1000
781,4090,9,402
700,6157,5,0
73,6030,6,2124
291,1286,5,585
121,1813,5,262
917,3865,4,763
444,6128,6,748
555,5676,1,0
238,5623,8,93
17,4294,5,2150
587,3449,9,1600
389,4374,2,600
959,5650,5,2513
647,2151,9,2909
122,2236,3,1621
946,5437,10,1581
637,3841,8,1569
346,4769,2,2822
1069,695,10,0
213,4408,1,1183
700,1430,7,2323
208,1396,5,1355
780,1028,6,722
548,2879,3,247
968,6173,6,2883
311,7970,9,902
278,158,2,2446
261,44,7,783
620,1268,2,1930
509,6605,5,1346
1002,1406,4,1655
338,1225,4,2968
206,118,10,1419
31,4207,9,1902
730,2307,2,1353
748,3263,8,2832
1054,3889,10,1088
128,7448,1,184
957,3766,1,0
893,7675,7,2638
503,5200,2,2060
505,7893,9,2296
66,1769,8,1131
35,5448,7,1344
211,4718,9,756
582,5212,7,2163
857,4730,5,1111
177,3027,7,1962
672,2288,4,2487
55,5251,3,1081
852,5073,4,607
285,4818,9,1714
795,5265,10,2050
779,6543,3,176
245,5834,1,2545
1065,5887,2,342
350,6317,7,0
946,2170,6,2078
235,4802,8,1780
30,5373,2,1586
700,2405,9,2171
460,6400,5,0
367,5810,7,2926
662,719,2,1064
860,2724,8,60
73,4617,2,2786
551,3866,4,2749
135,6036,2,2143
772,4803,8,1281
47,3009,7,2155
610,2583,3,2948
457,3147,5,1607
1062,1281,6,2490
971,4869,7,254
460,6799,3,1080
692,2577,7,2973
44,4485,8,1590
956,6063,1,0
47,1794,10,1842
1038,2470,9,0
484,1474,1,58
744,6627,3,840
156,6192,1,647
490,1972,9,559
651,2617,5,2632
326,5910,7,731
815,7168,5,1428
946,1947,9,1270
179,575,8,2297
39,2449,7,0
924,5132,4,466
470,3849,10,1358
35,233,3,1786
41,6574,6,2238
783,7241,10,1904
1090,1887,9,1348
221,6537,3,1441
307,6831,5,2654
786,3271,9,1077
825,4274,4,1037
1025,2333,2,2069
334,2389,6,819
413,313,6,959
756,4085,4,1065
668,1240,6,143
1040,7261,1,2086
570,6625,7,2579
951,162,2,2604
87,2510,9,2255
685,1046,3,2114
848,5988,6,574
643,5688,10,550
181,2023,3,2169
139,4380,6,42
362,623,1,666
741,1288,6,2488
108,6505,8,1844
169,4941,5,0
890,7086,7,434
1056,3643,2,318
954,4584,3,255
35,4802,5,2120
951,1365,5,147
989,773,7,846
828,1409,9,1807
413,505,5,591
278,2970,2,2316
1073,1662,7,1479
1083,6025,1,1211
624,7160,10,2298
818,164,7,864
721,7140,1,663
183,2197,4,2203
113,7773,6,529
741,6208,5,2742
552,1707,5,2660
268,5433,4,1558
201,525,5,1553
1082,4162,4,0
854,7231,5,54
347,2216,1,0
28,5485,7,2572
864,2557,8,2027
814,3857,8,658
764,1153,3,101
97,1014,3,1084
857,184,1,2680
106,1734,7,0
269,6882,7,1948
624,5954,3,1351
702,724,4,1753
194,6251,3,1235
218,2750,3,2568
367,290,7,277
497,6687,10,2271
513,4145,2,0
37,2204,4,953
1093,7618,9,2801
846,2782,10,487
4,5409,5,876
847,6915,2,2479
439,6079,10,127
264,4896,9,0
648,7318,9,2401
810,6654,7,1506
513,3557,1,204
466,2597,1,1384
478,1647,2,305
302,6281,1,1882
501,5001,7,1414
618,4162,5,874
606,7379,9,0
1077,5931,10,1663
729,6544,3,500
398,2004,7,883
611,1055,10,634
16,4770,2,811
42,7911,9,2070
9,2683,6,961
235,2561,8,1091
651,6442,2,2397
1067,3640,8,2199
375,2918,6,1925
748,3391,2,383
676,6207,6,137
233,5280,3,2184
51,7734,1,1465
686,2335,2,1585
600,7368,5,1053
826,2894,8,0
949,5043,10,2632
853,5270,7,2874
841,5341,9,0
437,5643,3,1825
1051,98,5,1157
308,7323,10,1694
750,5862,7,2751
998,2300,10,365
597,103,6,651
905,1366,3,2208
227,854,4,2164
970,1710,8,2636
84,6534,9,2225
876,4274,2,2350
119,7502,5,0
482,1005,3,695
1065,1075,5,0
462,5156,6,2522
423,3762,8,2628
583,4486,9,1139
68,3079,3,2159
117,4683,2,602
909,6472,10,258
1013,2627,6,2447
850,5449,10,2767
687,3944,6,1732
548,4945,2,2135
977,4459,4,1133
263,1579,3,2128
812,1713,7,143
257,6938,9,2640
223,5867,5,236
799,4056,10,995
748,5766,8,1490
435,3668,10,2260
710,3745,9,1792
1074,4599,1,2837
778,5796,4,2706
274,7692,2,2283
1000,7635,2,1716
420,2051,8,2675
907,4290,3,2612
1013,7972,8,565
716,6304,4,896
1092,5571,1,0
794,1472,8,525
260,7098,7,1567
600,6521,6,250
814,267,6,1917
1037,4887,7,2425
1081,548,4,1259
1071,990,5,2221
722,5639,8,680
391,6230,10,288
905,6367,3,1579
703,519,2,1981
849,396,7,990
556,1561,6,1566
1005,2605,2,1016
543,6927,8,1700
685,4803,8,979
182,1701,9,400
130,868,8,846
128,7247,4,453
401,1059,8,2416
836,1705,3,1530
769,6820,7,742
243,2990,2,437
265,243,5,0
988,5175,9,1633
868,1232,5,0
2,3041,7,0
85,7473,9,2710
410,6185,8,813
412,2737,2,634
422,2063,2,1001
427,585,10,2744
321,3050,10,1511
399,1820,1,2414
650,4525,5,2011
748,1603,3,1710
630,2082,10,2585
340,5494,9,3000
677,3472,3,1216
765,6164,8,1412
277,311,1,1342
759,3020,2,0
550,3581,6,242
449,3693,2,1243
540,1815,7,0
623,2168,2,93
846,4406,5,489
152,2868,4,2184
246,5382,3,2041
504,5664,5,2418
63,4778,2,1858
953,749,6,0
954,506,7,891
171,1096,7,2197
926,2525,2,671
800,1859,3,2510
358,4270,7,641
544,1891,4,1237
316,4664,1,2593
239,1858,6,1331
478,4991,8,1988
838,1267,10,15
24,4342,3,2244
538,2196,4,0
547,6240,8,2991
578,1549,8,924
994,6846,4,1067
755,3233,2,1411
720,7417,10,2749
941,1087,9,1026
848,4664,6,258
445,1478,1,0
619,2289,5,2583
195,4565,1,582
917,6426,4,1990
792,7610,8,1541
783,3314,8,134
84,4286,1,302
70,4282,3,992
589,6194,2,2121
141,7432,3,2080
946,7626,6,2258
812,3488,4,2733
992,6639,10,1132
497,3589,5,590
288,4438,4,1056
899,4041,4,660
828,5938,2,687
312,5397,6,2954
612,7886,8,196
510,2380,2,2692
361,6482,2,1139
261,1156,2,2141
890,7104,3,807
702,7300,2,831
145,3640,1,1652
207,823,1,1798
54,7175,10,675
902,6759,5,1328
51,7238,6,2696
509,4013,7,2444
289,1856,9,423
41,6050,9,602
968,1518,6,270
568,5494,8,1648
490,2824,8,1721
959,74,9,2642
912,1057,10,1592
764,1534,10,1388
947,2499,2,1798
948,5562,2,2980
832,497,1,1136
792,106,5,1476
439,1924,10,2167
619,510,4,300
1074,2720,8,0
760,73,9,2891
379,7254,7,340
657,1909,10,2464
548,2525,6,2725
116,5827,3,0
270,6898,10,88
152,6255,8,2441
604,5786,2,1113
1096,6054,10,931
704,4141,7,1849
1001,7488,8,831
371,6193,4,55
236,3179,6,549
36,1269,10,646
208,6165,8,588
533,271,8,1116
944,230,3,2149
720,6729,10,0
746,5705,7,1672
852,1765,4,1485
190,4176,3,2557
882,7737,2,1606
401,3338,8,2756
1088,1110,5,1268
23,5269,7,609
328,7841,6,293
838,6896,4,2574
789,1082,7,1229
462,3506,2,2478
1077,33,1,0
864,3776,3,210
511,1639,4,2057
648,7401,10,1722
316,2163,6,1702
605,3621,4,917
653,972,8,2342
715,2623,10,2512
111,7185,7,397
59,2056,8,2825
286,6890,2,24
868,2704,3,2173
387,194,1,188
313,6273,1,542
789,6760,7,113
576,1412,7,407
1023,716,5,2284
350,5919,7,2200
732,7643,2,1007
787,3651,2,1094
903,4782,10,0
591,6675,2,910
432,3746,6,1398
380,788,1,286
504,6950,2,651
311,839,7,1996
627,7632,7,1083
93,7000,8,0
538,2405,9,0
768,4538,10,2132
408,257,3,2022
951,7609,2,16
230,3960,9,2491
829,1234,3,1732
763,2929,8,1455
695,36,5,2883
328,1116,9,1263
48,806,8,284
774,6460,4,723
813,4799,3,2185
195,3278,5,2802
392,949,10,135
437,4788,3,0
396,7071,6,864
44,7132,4,2133
355,5820,5,732
721,3104,6,1217
500,3034,9,1271
855,5423,7,1748
340,2199,8,0
499,6674,6,1714
475,5154,8,2022
265,6877,1,0
485,1270,1,0
1055,4397,3,1529
513,93,6,881
414,1122,8,184
695,6798,8,2260
629,3391,9,2639
696,6007,10,2470
712,4554,5,2929
955,6674,1,0
1035,6939,10,233
538,5295,6,1916
1033,5115,2,0
359,1732,8,2455
817,2566,4,477
337,3985,4,2532
618,6058,4,2781
1066,635,10,2292
355,319,2,61
255,3801,6,0
335,5779,5,635
459,5107,8,572
436,1146,6,0
494,4918,6,2986
197,2315,4,505
249,2641,2,2328
793,488,4,442
967,3321,9,2357
211,4957,5,937
13,2164,5,0
211,2382,9,82
34,2695,1,216
300,401,9,1150
706,802,5,357
990,5796,1,2612
1059,2173,5,2327
648,6256,9,2603
433,216,4,1972
94,3488,9,2382
274,93,3,701
1056,748,7,546
522,7087,10,2234
355,2824,1,1799
466,2851,4,2450
42,6680,4,1488
591,3853,10,755
31,4563,8,2321
1094,1004,7,1623
969,6850,5,541
837,1000,8,153
50,4430,7,1304
637,3596,6,759
631,5727,3,2791
1054,6063,7,538
1025,6661,10,1705
839,1187,5,963
185,2641,6,571
948,7202,3,1851
860,1962,6,1261
1003,5974,6,1419
218,3510,7,547
1045,4380,10,109
1006,765,8,1113
369,587,7,0
61,4675,8,103
155,6928,10,2892
594,5688,8,49
357,1482,8,2262
925,342,8,624
365,6572,6,2887
376,4743,5,1
1052,937,3,2192
141,837,1,1624
217,6923,9,1922
1040,5811,6,2416
540,2380,9,2248
974,3893,9,0
1049,805,1,2961
762,6884,7,26
49,2966,10,2220
698,5256,9,1465
177,7639,8,766
5,7480,7,1245
259,595,3,744
339,2645,6,0
993,4806,1,2277
480,6088,10,2830
256,7608,3,2764
68,1059,8,1322
170,2612,5,593
621,6992,9,252
833,4342,3,0
884,7561,1,728
604,3595,10,381
318,2486,3,840
816,1103,9,2976
106,4691,4,0
973,6930,3,0
159,7555,9,1440
302,7376,6,689
161,887,4,1973
96,6487,1,0
56,3428,10,2478
1069,3255,9,998
1042,6365,7,969
837,3334,10,2643
559,2207,5,1863
196,6529,3,845
945,1593,2,1403
1021,3505,6,2543
435,7470,1,2338
624,5414,1,2458
729,2790,5,2595
404,935,4,2350
1002,833,9,805
406,2233,1,35
651,5403,4,821
791,2223,7,0
923,5907,3,1075
843,2892,3,2340
856,5066,9,344
193,5219,7,432
1057,171,5,2261
41,2035,1,1086
754,2529,10,1426
618,1624,4,0
243,2454,3,1038
70,3892,1,2850
139,1170,8,2049
1004,6028,8,59
276,6116,3,1556
268,821,2,2157
357,1173,1,744
607,2088,5,2763
547,4237,10,328
590,33,4,666
712,1470,6,1637
168,69,5,868
393,1357,6,140
69,7297,2,2705
570,4937,7,369
596,7429,1,1813
202,5994,10,2735
330,4000,7,2745
261,250,9,1863
659,6759,6,2035
317,5207,4,483
24,7176,10,2670
377,1421,6,0
17,4046,7,1202
1024,5647,6,1540
212,5839,10,936
243,3414,4,1897
533,6793,6,675
162,2918,10,1384
