order_id,order_date_id,customer_id,product_id,warehouse_id,quantity_ordered,unit_price,order_status
239,859,2912,1691,2,191,36.93,OPEN
240,118,480,3838,5,41,35.2,PARTIALLY_SHIPPED
241,974,638,4369,1,42,23.54,OPEN
242,951,208,5692,4,21,51.0,PARTIALLY_SHIPPED
243,308,3015,460,1,141,16.94,SHIPPED
244,30,3821,5965,6,426,55.95,OPEN
245,647,1239,2551,9,127,25.14,PARTIALLY_SHIPPED
246,16,449,4897,1,253,2.63,OPEN
247,947,1561,7397,2,334,55.62,OPEN
248,473,1989,756,8,173,22.97,OPEN
249,826,585,2142,6,44,18.99,PARTIALLY_SHIPPED
250,802,1099,613,6,69,8.5,PARTIALLY_SHIPPED
251,846,466,2111,3,302,58.25,SHIPPED
252,867,3458,1829,5,416,42.79,OPEN
253,1047,3731,4503,8,81,5.6,OPEN
254,691,734,7174,5,28,24.92,OPEN
255,244,2490,40,7,161,43.45,PARTIALLY_SHIPPED
256,133,1908,1062,8,245,46.12,OPEN
257,708,661,634,10,459,35.4,PARTIALLY_SHIPPED
258,64,3916,5845,10,61,49.19,PARTIALLY_SHIPPED
259,599,599,3434,1,47,46.43,SHIPPED
260,826,3753,7912,2,399,21.49,OPEN
261,1093,117,7780,1,484,53.0,SHIPPED
262,365,2708,3146,7,479,6.14,OPEN
263,1002,3914,3234,8,91,17.52,SHIPPED
264,214,2290,3173,7,161,22.43,OPEN
265,591,1740,4858,8,448,43.12,PARTIALLY_SHIPPED
266,289,2351,840,4,491,1.92,PARTIALLY_SHIPPED
267,674,1061,3465,7,115,14.35,SHIPPED
268,842,2070,5385,8,378,31.49,OPEN
269,627,593,2751,10,299,65.0,PARTIALLY_SHIPPED
270,251,1660,1074,9,61,8.52,SHIPPED
271,641,2678,2851,4,77,61.5,PARTIALLY_SHIPPED
272,1088,399,4887,9,104,6.2,OPEN
273,129,2159,7256,8,283,24.85,SHIPPED
274,331,2352,3806,3,496,14.31,OPEN
275,395,2617,6122,1,270,17.53,CANCELLED
276,936,3731,3115,6,235,59.81,SHIPPED
277,919,3886,784,9,368,26.04,OPEN
278,156,2440,5712,8,154,8.45,OPEN
279,550,1608,5583,6,267,4.05,PARTIALLY_SHIPPED
280,467,309,1253,9,306,11.53,OPEN
281,162,1297,2835,8,293,47.84,SHIPPED
282,213,1631,5301,5,160,45.56,SHIPPED
283,250,2386,2119,4,444,16.55,SHIPPED
284,327,3920,5173,4,378,51.21,OPEN
285,7,3266,3569,10,228,46.9,OPEN
286,861,2908,1758,5,347,31.53,SHIPPED
287,678,2459,6300,9,113,5.89,PARTIALLY_SHIPPED
288,109,719,2,1,247,17.7,OPEN
289,167,3553,223,5,125,53.55,OPEN
290,338,2761,1443,2,274,41.35,OPEN
291,45,515,138,2,363,45.94,OPEN
292,973,2013,7675,3,8,13.92,SHIPPED
293,467,1365,2043,7,383,65.85,OPEN
294,1070,1119,6710,5,426,32.25,OPEN
295,920,268,2799,9,37,10.56,PARTIALLY_SHIPPED
296,801,587,1712,2,54,19.0,OPEN
297,348,3272,2046,2,317,13.22,OPEN
298,309,571,7546,8,498,37.4,OPEN
299,1009,3486,556,5,299,46.23,SHIPPED
300,937,727,3478,10,359,13.28,PARTIALLY_SHIPPED
301,1055,1977,5146,5,311,41.99,OPEN
302,821,768,4246,9,142,30.86,OPEN
303,353,2265,4726,9,451,23.34,PARTIALLY_SHIPPED
304,17,2383,1311,4,114,8.71,SHIPPED
305,41,3417,1008,4,376,53.48,PARTIALLY_SHIPPED
306,966,3514,4395,4,178,43.16,SHIPPED
307,478,1923,6830,1,317,36.88,SHIPPED
308,1040,3610,1713,6,60,17.88,OPEN
309,510,2349,2706,9,212,5.22,SHIPPED
310,136,715,4549,1,454,2.28,PARTIALLY_SHIPPED
311,185,397,7584,4,29,48.73,OPEN
312,910,3038,6086,5,86,23.47,SHIPPED
313,127,391,7266,10,384,47.37,SHIPPED
314,68,764,49,8,280,11.0,SHIPPED
315,426,925,7087,9,463,16.97,SHIPPED
316,399,1971,4496,10,430,69.14,OPEN
317,397,829,1034,4,421,56.32,OPEN
318,445,2352,6778,3,256,14.77,SHIPPED
319,334,3499,1902,6,256,44.48,PARTIALLY_SHIPPED
320,372,3994,7583,10,324,44.09,SHIPPED
321,500,2962,7439,8,493,49.38,PARTIALLY_SHIPPED
322,264,2502,3992,4,85,12.22,OPEN
323,262,2248,6515,3,208,52.74,SHIPPED
324,187,2855,6342,6,208,17.68,SHIPPED
325,81,1088,1517,9,432,20.23,PARTIALLY_SHIPPED
326,441,536,6705,8,332,45.47,PARTIALLY_SHIPPED
327,1011,3073,6402,10,15,23.05,OPEN
328,21,3618,3039,7,112,21.15,CANCELLED
329,794,160,3879,9,65,42.14,SHIPPED
330,337,2335,5059,8,338,22.17,SHIPPED
331,501,3171,3382,3,115,9.77,OPEN
332,131,992,1944,2,135,36.18,OPEN
333,585,1244,1820,10,302,4.89,PARTIALLY_SHIPPED
334,599,1155,7125,8,281,22.53,CANCELLED
335,922,36,2085,3,191,20.15,OPEN
336,237,3490,841,1,406,39.19,PARTIALLY_SHIPPED
337,675,1766,5862,7,222,30.82,PARTIALLY_SHIPPED
338,77,1927,7300,1,373,52.57,OPEN
339,180,3327,6773,4,39,16.42,OPEN
340,721,1646,558,4,328,62.25,PARTIALLY_SHIPPED
341,858,1934,2305,8,18,48.46,PARTIALLY_SHIPPED
342,588,556,4854,2,333,31.95,OPEN
343,354,1553,6255,3,70,48.16,SHIPPED
344,587,599,1030,10,301,30.41,SHIPPED
345,1029,915,5055,5,335,3.99,CANCELLED
346,259,3782,706,5,500,27.59,SHIPPED
347,622,628,1080,8,378,10.99,SHIPPED
348,183,2549,1954,1,172,9.91,OPEN
349,1020,2313,7677,8,187,23.47,SHIPPED
350,2,2205,3198,7,347,28.86,OPEN
351,32,1907,6161,3,51,34.24,SHIPPED
352,229,1150,1087,10,424,10.24,OPEN
353,727,1571,4533,6,452,2.95,OPEN
354,437,3186,7795,7,128,47.02,PARTIALLY_SHIPPED
355,602,341,5870,8,144,32.93,SHIPPED
356,1058,3803,7973,1,284,7.83,OPEN
357,106,1948,5768,4,355,32.93,SHIPPED
358,1002,2985,6987,10,233,61.73,SHIPPED
359,790,1657,6590,10,352,34.93,OPEN
360,966,362,1529,8,100,60.61,OPEN
361,191,1521,5252,2,210,30.52,OPEN
362,492,2710,3583,4,456,33.28,OPEN
363,564,2110,7202,4,162,42.99,OPEN
364,771,3798,6916,4,37,49.15,SHIPPED
365,632,1853,7046,7,286,12.17,CANCELLED
366,13,3734,6503,8,251,62.32,OPEN
367,749,1372,5734,9,269,46.17,SHIPPED
368,931,3633,1202,3,314,5.71,PARTIALLY_SHIPPED
369,267,2174,4034,3,110,41.97,SHIPPED
370,366,1490,1833,9,209,27.03,OPEN
371,807,3547,7202,4,392,35.72,SHIPPED
372,747,1982,6759,8,202,10.2,CANCELLED
373,556,2113,22,4,27,4.48,OPEN
374,952,1767,7860,7,15,53.55,SHIPPED
375,860,2661,2585,10,12,59.3,SHIPPED
376,998,389,140,6,418,39.51,SHIPPED
377,55,1605,5567,9,220,19.6,SHIPPED
378,600,2617,6486,5,418,9.39,SHIPPED
379,460,927,7513,5,348,34.02,SHIPPED
380,347,3185,6575,1,72,8.11,OPEN
381,1006,3656,7814,3,307,17.27,OPEN
382,261,3569,3623,3,24,37.34,CANCELLED
383,367,1547,6097,9,73,26.68,SHIPPED
384,856,923,6790,2,91,43.71,OPEN
385,161,492,1669,6,198,49.68,OPEN
386,61,3705,3074,4,383,10.25,PARTIALLY_SHIPPED
387,1061,1771,2710,9,242,16.38,SHIPPED
388,207,3283,288,4,267,26.1,OPEN
389,947,1278,1966,5,268,23.21,OPEN
390,123,2334,2199,5,113,10.1,OPEN
391,315,2296,6339,1,40,19.28,OPEN
392,127,3640,6211,7,414,2.82,OPEN
393,947,1860,5544,8,415,12.14,OPEN
394,392,2750,235,7,216,13.23,CANCELLED
395,66,3428,2038,9,278,26.84,SHIPPED
396,146,3947,6856,3,472,23.52,SHIPPED
397,220,1477,7805,7,145,32.94,OPEN
398,451,3450,6267,3,133,57.0,PARTIALLY_SHIPPED
399,357,2931,2491,4,149,38.68,PARTIALLY_SHIPPED
400,481,3038,6722,10,145,21.65,SHIPPED
401,501,3819,2234,8,362,30.98,SHIPPED
402,805,481,5045,6,404,23.3,SHIPPED
403,752,1853,527,8,50,7.45,SHIPPED
404,158,1912,3355,4,191,11.3,PARTIALLY_SHIPPED
405,1006,786,1559,2,33,58.6,OPEN
406,1020,278,2848,7,465,20.34,SHIPPED
407,375,1334,961,4,379,24.01,CANCELLED
408,977,3673,1997,4,134,36.23,PARTIALLY_SHIPPED
409,342,3954,4552,6,486,8.99,OPEN
410,517,436,5642,4,346,31.2,SHIPPED
411,986,155,2427,3,229,55.94,SHIPPED
412,348,2076,23,2,119,18.79,OPEN
413,165,477,130,2,24,40.31,PARTIALLY_SHIPPED
414,781,2290,7417,9,459,44.51,OPEN
415,546,778,5916,9,177,49.19,CANCELLED
416,489,3189,800,3,310,41.8,SHIPPED
417,168,2793,3961,2,147,9.16,SHIPPED
418,200,1704,2964,1,477,7.13,SHIPPED
419,480,2597,1680,6,353,25.43,OPEN
420,844,288,5445,10,84,31.34,SHIPPED
421,759,1985,1385,9,394,8.39,OPEN
422,1048,3904,274,7,251,50.16,SHIPPED
423,201,1912,7528,7,209,44.61,SHIPPED
424,754,2648,7080,6,41,22.16,SHIPPED
425,176,791,2379,5,285,31.25,SHIPPED
426,474,3985,3536,4,168,25.55,OPEN
427,766,39,5164,10,337,5.18,OPEN
428,761,1903,223,4,33,13.02,SHIPPED
429,724,1587,4464,8,500,0.86,OPEN
430,454,639,3497,9,68,25.86,SHIPPED
431,738,1798,6896,7,13,18.01,OPEN
432,25,3273,3153,9,199,8.41,OPEN
433,1043,999,421,6,450,26.89,SHIPPED
434,991,3876,3937,4,71,41.16,OPEN
435,435,2200,6988,6,211,43.03,SHIPPED
436,538,835,7431,10,465,43.96,CANCELLED
437,527,3571,4319,6,482,35.64,OPEN
438,933,126,2552,6,195,5.36,CANCELLED
439,914,2638,5643,3,337,32.45,OPEN
440,167,3133,399,6,451,5.83,SHIPPED
441,401,1148,3940,1,491,6.95,OPEN
442,914,1102,2638,10,482,6.21,OPEN
443,941,245,1954,2,53,3.0,SHIPPED
444,175,3985,7187,1,457,4.37,OPEN
445,204,1616,6273,4,116,25.18,PARTIALLY_SHIPPED
446,227,2082,5824,2,361,19.72,OPEN
447,269,3641,5717,1,55,2.36,OPEN
448,262,2835,5392,8,130,39.73,OPEN
449,715,3879,7834,8,59,15.63,OPEN
450,654,2060,444,4,29,50.77,OPEN
451,328,699,2940,8,41,2.62,SHIPPED
452,768,1015,2395,9,189,53.32,SHIPPED
453,252,2487,3890,7,387,25.07,PARTIALLY_SHIPPED
454,221,3488,6194,3,496,37.72,SHIPPED
455,886,3211,5625,8,372,14.3,PARTIALLY_SHIPPED
456,306,3531,7655,3,475,12.73,SHIPPED
457,231,3784,7125,1,55,33.44,PARTIALLY_SHIPPED
458,257,2347,5494,6,317,10.39,OPEN
459,771,245,1586,3,223,44.62,SHIPPED
460,438,503,2006,2,145,60.54,OPEN
461,861,3040,2280,7,192,49.36,OPEN
462,753,1024,7472,5,269,23.39,SHIPPED
463,4,881,2545,10,182,6.76,OPEN
464,714,2451,5775,8,87,23.15,SHIPPED
465,46,2439,123,10,424,32.89,CANCELLED
466,551,3887,1079,9,445,7.84,OPEN
467,363,1156,2463,3,480,27.68,PARTIALLY_SHIPPED
468,397,2531,4496,7,240,50.03,OPEN
469,3,3853,7893,10,222,32.78,PARTIALLY_SHIPPED
470,113,2200,6698,3,228,32.47,OPEN
471,504,391,5864,2,42,20.45,PARTIALLY_SHIPPED
472,341,3217,6721,6,395,11.56,OPEN
473,36,797,1567,4,298,2.03,SHIPPED
474,59,2561,7371,9,329,35.78,OPEN
475,1065,1655,685,3,87,46.94,SHIPPED
476,844,1127,6613,9,484,36.29,OPEN
477,839,186,6302,4,387,27.67,OPEN
478,125,617,3693,10,249,37.99,PARTIALLY_SHIPPED
479,310,2907,2675,3,289,44.18,SHIPPED
480,216,1281,4703,6,116,67.67,SHIPPED
481,928,1412,1985,6,479,52.29,CANCELLED
482,703,1460,7016,9,39,27.01,SHIPPED
483,405,1611,4443,8,72,16.99,OPEN
484,330,47,5537,1,110,39.11,SHIPPED
485,661,3310,184,8,435,36.81,PARTIALLY_SHIPPED
486,773,1284,3790,5,133,6.31,PARTIALLY_SHIPPED
487,449,1467,874,1,49,47.82,OPEN
488,28,1659,3534,2,263,3.78,PARTIALLY_SHIPPED
489,1007,855,5124,6,206,12.81,CANCELLED
490,771,2363,7153,7,275,5.05,OPEN
491,290,3748,5561,5,33,32.77,SHIPPED
492,62,3429,1853,2,81,2.2,SHIPPED
493,773,1672,7275,4,344,24.71,SHIPPED
494,921,1409,3368,8,468,13.04,PARTIALLY_SHIPPED
495,674,1674,5800,10,377,40.28,SHIPPED
496,1008,3937,2237,7,90,41.76,SHIPPED
497,510,2554,7772,5,279,67.06,OPEN
498,948,2509,2483,6,338,50.43,OPEN
499,211,1593,2475,8,110,31.2,SHIPPED
500,739,307,3411,6,468,27.18,OPEN
501,78,3086,1127,8,251,37.85,PARTIALLY_SHIPPED
502,31,2396,1581,5,20,51.28,OPEN
503,972,1003,4838,8,288,45.59,SHIPPED
504,102,1303,2608,9,259,38.48,PARTIALLY_SHIPPED
505,367,37,1264,1,63,14.06,OPEN
506,72,1364,721,8,188,65.02,SHIPPED
507,762,21,4779,3,18,6.8,OPEN
508,161,475,6842,4,89,11.9,OPEN
509,660,1329,1894,10,392,15.14,SHIPPED
510,661,2695,4972,5,216,5.59,PARTIALLY_SHIPPED
511,941,1108,1503,6,322,19.35,SHIPPED
512,53,3133,2928,10,327,60.56,CANCELLED
513,360,1536,4624,3,35,15.6,SHIPPED
514,749,3636,3272,8,300,21.89,OPEN
515,248,2246,4388,8,347,15.82,OPEN
516,109,1278,3760,1,73,26.46,OPEN
517,1058,2303,6126,9,44,28.86,SHIPPED
518,9,3729,4775,7,111,10.68,SHIPPED
519,63,745,4503,6,33,21.99,PARTIALLY_SHIPPED
520,977,567,645,9,417,21.19,PARTIALLY_SHIPPED
521,387,2658,547,2,497,31.29,SHIPPED
522,523,68,633,5,193,15.78,OPEN
523,932,2487,4285,10,364,2.8,PARTIALLY_SHIPPED
524,442,3782,7779,5,127,27.34,PARTIALLY_SHIPPED
525,626,1118,4747,6,284,51.97,SHIPPED
526,983,1435,1502,4,358,48.39,PARTIALLY_SHIPPED
527,1025,1584,7966,1,237,42.21,SHIPPED
528,1075,2452,2155,6,144,24.14,PARTIALLY_SHIPPED
529,687,3125,3254,9,244,37.31,CANCELLED
530,1021,2776,6890,5,119,32.5,OPEN
531,372,1212,756,7,485,13.28,SHIPPED
532,612,2246,3700,1,226,34.63,SHIPPED
533,71,1172,657,1,224,28.04,OPEN
534,1067,2263,2100,10,412,65.88,OPEN
535,658,1006,6239,3,407,10.9,SHIPPED
536,190,3409,2828,3,215,19.78,SHIPPED
537,722,1774,2344,2,312,56.49,PARTIALLY_SHIPPED
538,271,2426,776,10,61,14.42,OPEN
539,940,2332,113,6,103,41.93,OPEN
540,267,2998,7156,2,167,27.21,SHIPPED
