OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0110096,2023-01-08,2023-01-25,S009,SKU-453,533
0110097,2023-01-28,2023-02-21,S006,SKU-365,442
0110098,2023-01-26,2023-02-08,S007,SKU-258,59
0110099,2023-01-06,2023-01-18,S002,SKU-598,570
0110100,2023-01-21,2023-02-05,S010,SKU-082,340
0110101,2023-01-18,2023-01-27,S003,SKU-516,30
0110102,2023-01-14,2023-01-25,S008,SKU-018,309
0110103,2023-01-20,2023-01-29,S003,SKU-494,21
0110104,2023-01-09,2023-01-19,S005,SKU-184,321
0110105,2023-01-26,2023-01-29,S007,SKU-385,232
0110106,2023-01-08,2023-01-21,S008,SKU-002,225
0110107,2023-01-01,2023-01-09,S004,SKU-467,480
0110108,2023-01-03,2023-01-10,S004,SKU-412,282
0110109,2023-01-28,2023-02-01,S003,SKU-471,353
0110110,2023-01-01,2023-01-11,S001,SKU-424,451
0110111,2023-01-03,2023-01-16,S002,SKU-016,103
0110112,2023-01-04,2023-01-10,S007,SKU-336,152
0110113,2023-01-12,2023-02-01,S009,SKU-283,523
0110114,2023-01-21,2023-02-08,S006,SKU-171,576
0110115,2023-01-13,2023-01-25,S010,SKU-159,383
0110116,2023-01-07,2023-01-14,S008,SKU-024,558
0110117,2023-01-09,2023-01-20,S001,SKU-396,434
0110118,2023-01-11,2023-01-16,S003,SKU-554,132
0110119,2023-01-01,2023-01-09,S005,SKU-037,381
0110120,2023-01-19,2023-01-30,S007,SKU-048,370
0110121,2023-01-26,2023-01-31,S003,SKU-228,383
0110122,2023-01-17,2023-02-03,S005,SKU-323,206
0110123,2023-01-14,2023-02-02,S002,SKU-058,571
0110124,2023-01-24,2023-02-01,S001,SKU-429,62
0110125,2023-01-15,2023-01-25,S004,SKU-495,305
0110126,2023-01-15,2023-02-01,S005,SKU-029,498
0110127,2023-01-28,2023-02-03,S007,SKU-560,336
0110128,2023-01-24,2023-02-05,S005,SKU-280,323
0110129,2023-01-23,2023-02-06,S001,SKU-113,165
0110130,2023-01-04,2023-01-11,S003,SKU-354,463
0110131,2023-01-10,2023-01-17,S008,SKU-325,76
0110132,2023-01-22,2023-02-05,S002,SKU-537,301
0110133,2023-01-19,2023-01-23,S001,SKU-178,414
0110134,2023-01-25,2023-02-04,S007,SKU-206,51
0110135,2023-01-19,2023-02-02,S006,SKU-242,173
0110136,2023-01-20,2023-01-26,S001,SKU-306,522
0110137,2023-01-08,2023-01-23,S006,SKU-576,519
0110138,2023-01-01,2023-01-09,S007,SKU-445,489
0110139,2023-01-28,2023-02-11,S009,SKU-030,162
0110140,2023-01-20,2023-01-31,S004,SKU-501,106
0110141,2023-01-03,2023-01-15,S002,SKU-318,405
0110142,2023-01-19,2023-01-26,S001,SKU-429,386
0110143,2023-01-23,2023-02-07,S002,SKU-590,471
0110144,2023-01-08,2023-01-23,S010,SKU-214,302
0110145,2023-01-22,2023-02-01,S010,SKU-241,544
0110146,2023-01-04,2023-01-12,S004,SKU-003,543
0110147,2023-01-11,2023-01-17,S007,SKU-206,357
0110148,2023-01-07,2023-01-15,S007,SKU-025,318
0110149,2023-01-05,2023-01-14,S008,SKU-154,250
0110150,2023-01-28,2023-02-07,S007,SKU-077,338
0110151,2023-01-27,2023-02-10,S006,SKU-185,104
0110152,2023-01-24,2023-02-10,S009,SKU-263,508
0110153,2023-01-22,2023-02-03,S010,SKU-022,119
0110154,2023-01-19,2023-02-05,S006,SKU-562,135
0110155,2023-01-26,2023-02-10,S002,SKU-562,27
0110156,2023-01-02,2023-01-12,S007,SKU-079,345
0110157,2023-01-10,2023-01-17,S007,SKU-220,404
0110158,2023-01-21,2023-02-07,S009,SKU-444,589
0110159,2023-01-15,2023-01-23,S001,SKU-575,218
0110160,2023-01-07,2023-01-14,S001,SKU-027,298
0110161,2023-01-16,2023-02-06,S006,SKU-491,471
0110162,2023-01-04,2023-01-13,S001,SKU-339,492
0110163,2023-01-03,2023-01-14,S008,SKU-432,88
0110164,2023-01-21,2023-02-01,S005,SKU-016,319
0110165,2023-01-09,2023-01-13,S007,SKU-584,431
0110166,2023-01-22,2023-02-04,S010,SKU-529,574
0110167,2023-01-21,2023-01-29,S001,SKU-273,178
0110168,2023-01-25,2023-02-07,S002,SKU-138,169
0110169,2023-01-10,2023-01-21,S010,SKU-086,420
0110170,2023-01-09,2023-01-28,S002,SKU-355,507
0110171,2023-01-05,2023-01-14,S001,SKU-109,149
0110172,2023-01-27,2023-02-07,S010,SKU-321,243
0110173,2023-01-13,2023-01-24,S010,SKU-301,426
0110174,2023-01-14,2023-01-20,S003,SKU-486,402
0110175,2023-01-21,2023-02-01,S008,SKU-075,421
0110176,2023-01-04,2023-01-20,S009,SKU-291,141
0110177,2023-01-18,2023-01-30,S005,SKU-502,553
0110178,2023-01-02,2023-01-09,S007,SKU-047,553
0110179,2023-01-13,2023-01-25,S002,SKU-522,328
0110180,2023-01-21,2023-01-29,S004,SKU-533,373
0110181,2023-01-07,2023-01-13,S003,SKU-361,137
0110182,2023-01-04,2023-01-13,S008,SKU-305,300
0110183,2023-01-28,2023-02-08,S008,SKU-244,542
0110184,2023-01-28,2023-02-08,S010,SKU-426,171
0110185,2023-01-09,2023-01-20,S010,SKU-360,146
0110186,2023-01-28,2023-02-07,S004,SKU-424,352
0110187,2023-01-18,2023-01-29,S008,SKU-446,344
0110188,2023-01-07,2023-01-22,S006,SKU-461,473
0110189,2023-01-09,2023-01-17,S001,SKU-450,282
0110190,2023-01-17,2023-01-27,S008,SKU-291,192
0110191,2023-01-24,2023-02-02,S008,SKU-055,41
0110192,2023-01-28,2023-02-04,S001,SKU-561,317
0110193,2023-01-14,2023-01-21,S001,SKU-301,569
0110194,2023-01-19,2023-01-30,S005,SKU-095,285
0110195,2023-01-10,2023-01-28,S006,SKU-341,599
0110196,2023-01-11,2023-01-28,S006,SKU-374,287
0110197,2023-01-23,2023-02-02,S008,SKU-091,253
0110198,2023-01-15,2023-01-22,S001,SKU-211,537
0110199,2023-01-24,2023-02-11,S009,SKU-270,230
