OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
0210140,2023-02-05,2023-02-16,S010,SKU-093,74
0210141,2023-02-06,2023-02-16,S008,SKU-418,465
0210142,2023-02-13,2023-02-22,S008,SKU-366,157
0210143,2023-02-20,2023-02-26,S007,SKU-152,201
0210144,2023-02-27,2023-03-13,S010,SKU-141,225
0210145,2023-02-14,2023-02-23,S010,SKU-093,47
0210146,2023-02-14,2023-03-01,S009,SKU-427,414
0210147,2023-02-08,2023-02-12,S003,SKU-529,517
0210148,2023-02-05,2023-02-22,S009,SKU-515,49
0210149,2023-02-16,2023-03-05,S005,SKU-093,564
0210150,2023-02-23,2023-02-28,S003,SKU-506,474
0210151,2023-02-06,2023-02-18,S009,SKU-244,49
0210152,2023-02-22,2023-03-10,S009,SKU-168,271
0210153,2023-02-15,2023-02-25,S003,SKU-321,373
0210154,2023-02-26,2023-03-13,S002,SKU-484,158
0210155,2023-02-11,2023-02-26,S004,SKU-443,66
0210156,2023-02-02,2023-02-19,S009,SKU-357,397
0210157,2023-02-22,2023-03-04,S008,SKU-520,444
0210158,2023-02-18,2023-03-09,S006,SKU-436,127
0210159,2023-02-17,2023-02-28,S006,SKU-440,131
0210160,2023-02-08,2023-02-22,S008,SKU-243,124
0210161,2023-02-03,2023-02-08,S003,SKU-463,455
0210162,2023-02-17,2023-02-26,S007,SKU-253,37
0210163,2023-02-07,2023-02-20,S010,SKU-206,370
0210164,2023-02-20,2023-02-28,S001,SKU-182,584
0210165,2023-02-03,2023-02-07,S001,SKU-217,468
0210166,2023-02-19,2023-02-24,S003,SKU-069,512
0210167,2023-02-14,2023-03-02,S009,SKU-133,509
0210168,2023-02-27,2023-03-06,S001,SKU-351,376
0210169,2023-02-25,2023-03-12,S009,SKU-578,393
0210170,2023-02-06,2023-02-23,S005,SKU-418,36
0210171,2023-02-13,2023-03-02,S006,SKU-192,475
0210172,2023-02-18,2023-03-03,S008,SKU-001,258
0210173,2023-02-26,2023-03-11,S010,SKU-476,236
0210174,2023-02-25,2023-03-01,S003,SKU-005,337
0210175,2023-02-07,2023-02-15,S001,SKU-034,271
0210176,2023-02-16,2023-02-24,S001,SKU-580,73
0210177,2023-02-22,2023-02-28,S007,SKU-555,144
0210178,2023-02-13,2023-02-19,S007,SKU-138,129
0210179,2023-02-07,2023-02-16,S001,SKU-267,429
0210180,2023-02-10,2023-02-20,S005,SKU-509,61
0210181,2023-02-20,2023-03-03,S008,SKU-180,232
0210182,2023-02-18,2023-03-03,S010,SKU-494,287
0210183,2023-02-10,2023-02-23,S002,SKU-415,214
0210184,2023-02-17,2023-02-28,S006,SKU-329,218
0210185,2023-02-07,2023-02-19,S004,SKU-452,231
0210186,2023-02-05,2023-02-13,S001,SKU-104,157
0210187,2023-02-26,2023-03-13,S006,SKU-599,394
0210188,2023-02-06,2023-02-21,S009,SKU-073,333
