OrderID,OrderDate,DeliveryDate,SupplierID,SKU,Quantity
1110036,2023-11-14,2023-11-23,S001,SKU-074,82
1110037,2023-11-26,2023-12-07,S005,SKU-293,493
1110038,2023-11-26,2023-12-12,S006,SKU-558,412
1110039,2023-11-20,2023-11-25,S007,SKU-177,334
1110040,2023-11-26,2023-12-11,S002,SKU-039,176
1110041,2023-11-18,2023-11-27,S003,SKU-371,130
1110042,2023-11-10,2023-11-16,S001,SKU-003,273
1110043,2023-11-26,2023-12-12,S007,SKU-346,309
1110044,2023-11-17,2023-11-26,S004,SKU-245,241
1110045,2023-11-24,2023-12-06,S003,SKU-168,389
1110046,2023-11-02,2023-11-13,S010,SKU-529,279
1110047,2023-11-05,2023-11-21,S008,SKU-491,290
1110048,2023-11-24,2023-12-06,S008,SKU-299,566
1110049,2023-11-19,2023-11-30,S007,SKU-182,267
1110050,2023-11-16,2023-12-02,S006,SKU-439,178
1110051,2023-11-12,2023-11-19,S001,SKU-370,434
1110052,2023-11-28,2023-12-10,S010,SKU-172,542
1110053,2023-11-12,2023-11-24,S004,SKU-577,246
1110054,2023-11-17,2023-11-28,S010,SKU-115,399
1110055,2023-11-17,2023-11-25,S003,SKU-201,230
1110056,2023-11-08,2023-11-19,S010,SKU-459,463
1110057,2023-11-15,2023-11-19,S007,SKU-253,160
1110058,2023-11-19,2023-11-30,S008,SKU-141,176
1110059,2023-11-16,2023-11-26,S003,SKU-358,317
1110060,2023-11-08,2023-11-24,S007,SKU-038,450
1110061,2023-11-28,2023-12-07,S008,SKU-229,443
1110062,2023-11-16,2023-11-22,S003,SKU-034,462
1110063,2023-11-21,2023-12-03,S002,SKU-256,83
1110064,2023-11-26,2023-12-09,S002,SKU-288,68
1110065,2023-11-03,2023-11-15,S010,SKU-282,167
1110066,2023-11-15,2023-12-01,S010,SKU-354,367
1110067,2023-11-25,2023-12-05,S008,SKU-337,176
1110068,2023-11-25,2023-12-05,S008,SKU-121,459
1110069,2023-11-10,2023-11-27,S009,SKU-317,177
1110070,2023-11-14,2023-11-22,S003,SKU-087,367
1110071,2023-11-12,2023-11-26,S005,SKU-514,42
1110072,2023-11-11,2023-11-22,S010,SKU-502,542
1110073,2023-11-06,2023-11-24,S009,SKU-242,303
1110074,2023-11-09,2023-11-19,S001,SKU-524,79
1110075,2023-11-09,2023-11-26,S005,SKU-297,346
1110076,2023-11-23,2023-11-30,S003,SKU-245,534
1110077,2023-11-12,2023-11-22,S008,SKU-233,539
1110078,2023-11-17,2023-11-22,S003,SKU-587,190
1110079,2023-11-16,2023-11-25,S008,SKU-577,21
1110080,2023-11-04,2023-11-21,S009,SKU-397,106
1110081,2023-11-07,2023-11-24,S006,SKU-095,252
1110082,2023-11-09,2023-11-24,S005,SKU-379,121
1110083,2023-11-01,2023-11-09,S007,SKU-573,212
1110084,2023-11-24,2023-12-07,S002,SKU-235,260
1110085,2023-11-16,2023-11-23,S001,SKU-382,522
1110086,2023-11-12,2023-11-22,S003,SKU-073,546
1110087,2023-11-10,2023-11-19,S004,SKU-532,463
1110088,2023-11-06,2023-11-12,S004,SKU-236,392
1110089,2023-11-15,2023-12-04,S006,SKU-030,427
1110090,2023-11-16,2023-11-30,S006,SKU-379,287
1110091,2023-11-04,2023-11-23,S009,SKU-305,114
1110092,2023-11-19,2023-12-06,S006,SKU-520,163
1110093,2023-11-23,2023-11-30,S007,SKU-414,543
1110094,2023-11-04,2023-11-17,S008,SKU-311,539
1110095,2023-11-26,2023-12-11,S006,SKU-318,413
1110096,2023-11-21,2023-11-26,S003,SKU-138,38
1110097,2023-11-07,2023-11-14,S001,SKU-303,587
1110098,2023-11-12,2023-11-24,S009,SKU-118,51
1110099,2023-11-19,2023-11-27,S004,SKU-204,413
1110100,2023-11-20,2023-12-09,S008,SKU-333,199
1110101,2023-11-01,2023-11-22,S010,SKU-295,113
1110102,2023-11-08,2023-11-25,S009,SKU-390,20
1110103,2023-11-26,2023-12-11,S002,SKU-051,42
1110104,2023-11-25,2023-12-10,S002,SKU-033,400
1110105,2023-11-22,2023-12-09,S001,SKU-552,136
1110106,2023-11-02,2023-11-18,S009,SKU-121,203
1110107,2023-11-23,2023-12-02,S004,SKU-391,69
1110108,2023-11-02,2023-11-16,S009,SKU-299,247
1110109,2023-11-25,2023-12-01,S003,SKU-514,497
1110110,2023-11-25,2023-12-12,S006,SKU-058,332
1110111,2023-11-16,2023-11-27,S010,SKU-261,287
1110112,2023-11-21,2023-11-26,S003,SKU-155,510
1110113,2023-11-18,2023-12-03,S004,SKU-541,305
1110114,2023-11-03,2023-11-25,S002,SKU-545,183
1110115,2023-11-25,2023-12-12,S002,SKU-028,81
1110116,2023-11-11,2023-11-29,S006,SKU-476,42
1110117,2023-11-06,2023-11-21,S009,SKU-280,340
1110118,2023-11-23,2023-12-01,S001,SKU-117,368
1110119,2023-11-19,2023-12-01,S008,SKU-021,184
1110120,2023-11-06,2023-11-11,S003,SKU-253,242
1110121,2023-11-05,2023-11-22,S006,SKU-125,45
1110122,2023-11-02,2023-11-17,S002,SKU-264,475
1110123,2023-11-01,2023-11-09,S010,SKU-192,214
1110124,2023-11-03,2023-11-10,S007,SKU-408,331
1110125,2023-11-01,2023-11-08,S007,SKU-265,74
1110126,2023-11-15,2023-12-02,S006,SKU-392,288
1110127,2023-11-21,2023-12-11,S009,SKU-372,254
1110128,2023-11-20,2023-12-02,S006,SKU-422,437
1110129,2023-11-25,2023-11-28,S003,SKU-031,316
1110130,2023-11-15,2023-11-26,S005,SKU-208,198
1110131,2023-11-12,2023-11-26,S010,SKU-437,284
1110132,2023-11-11,2023-11-21,S001,SKU-014,269
1110133,2023-11-28,2023-12-07,S008,SKU-206,551
1110134,2023-11-19,2023-11-25,S001,SKU-216,244
1110135,2023-11-22,2023-12-08,S007,SKU-228,418
1110136,2023-11-12,2023-11-29,S002,SKU-545,159
1110137,2023-11-09,2023-11-24,S006,SKU-408,400
1110138,2023-11-21,2023-12-03,S002,SKU-136,286
1110139,2023-11-21,2023-11-28,S003,SKU-265,428
1110140,2023-11-08,2023-11-16,S003,SKU-412,466
1110141,2023-11-27,2023-12-10,S010,SKU-594,236
1110142,2023-11-27,2023-12-07,S005,SKU-028,481
1110143,2023-11-23,2023-12-02,S004,SKU-491,244
1110144,2023-11-26,2023-12-18,S002,SKU-272,147
1110145,2023-11-15,2023-11-26,S008,SKU-370,600
1110146,2023-11-22,2023-12-04,S004,SKU-311,405
1110147,2023-11-10,2023-11-25,S009,SKU-077,348
1110148,2023-11-12,2023-11-23,S005,SKU-334,177
1110149,2023-11-24,2023-12-09,S010,SKU-377,546
1110150,2023-11-06,2023-11-13,S005,SKU-503,379
1110151,2023-11-27,2023-12-07,S001,SKU-556,441
1110152,2023-11-07,2023-11-17,S005,SKU-314,184
1110153,2023-11-09,2023-11-22,S007,SKU-070,392
1110154,2023-11-17,2023-11-25,S010,SKU-480,504
1110155,2023-11-22,2023-12-05,S008,SKU-413,587
1110156,2023-11-25,2023-12-01,S008,SKU-051,504
1110157,2023-11-18,2023-11-29,S006,SKU-021,572
1110158,2023-11-15,2023-11-19,S007,SKU-297,157
1110159,2023-11-28,2023-12-12,S006,SKU-405,346
1110160,2023-11-19,2023-11-30,S005,SKU-360,379
1110161,2023-11-15,2023-11-30,S002,SKU-495,593
1110162,2023-11-11,2023-11-19,S005,SKU-532,412
1110163,2023-11-17,2023-11-25,S003,SKU-424,537
1110164,2023-11-20,2023-12-05,S009,SKU-083,240
1110165,2023-11-18,2023-11-24,S007,SKU-408,562
1110166,2023-11-13,2023-11-25,S010,SKU-504,543
1110167,2023-11-04,2023-11-07,S003,SKU-397,231
1110168,2023-11-17,2023-12-08,S010,SKU-361,292
1110169,2023-11-02,2023-11-14,S003,SKU-388,153
1110170,2023-11-15,2023-11-27,S005,SKU-312,99
1110171,2023-11-15,2023-11-24,S004,SKU-559,555
1110172,2023-11-27,2023-12-05,S007,SKU-105,493
1110173,2023-11-09,2023-11-20,S008,SKU-094,369
1110174,2023-11-21,2023-12-03,S008,SKU-440,429
1110175,2023-11-03,2023-11-18,S009,SKU-063,118
1110176,2023-11-12,2023-11-27,S005,SKU-098,58
1110177,2023-11-22,2023-12-06,S002,SKU-567,283
1110178,2023-11-18,2023-12-03,S003,SKU-185,193
1110179,2023-11-24,2023-12-01,S007,SKU-502,214
1110180,2023-11-10,2023-11-22,S010,SKU-392,480
1110181,2023-11-15,2023-11-21,S003,SKU-276,471
1110182,2023-11-24,2023-12-09,S002,SKU-232,23
1110183,2023-11-19,2023-11-26,S003,SKU-262,432
1110184,2023-11-11,2023-11-24,S006,SKU-188,262
1110185,2023-11-17,2023-11-27,S005,SKU-523,529
1110186,2023-11-27,2023-12-07,S005,SKU-576,215
1110187,2023-11-01,2023-11-20,S002,SKU-487,537
1110188,2023-11-17,2023-12-01,S006,SKU-469,383
1110189,2023-11-01,2023-11-11,S005,SKU-415,548
1110190,2023-11-06,2023-11-14,S007,SKU-447,539
1110191,2023-11-07,2023-11-24,S005,SKU-212,47
1110192,2023-11-26,2023-12-08,S002,SKU-074,503
1110193,2023-11-16,2023-11-23,S005,SKU-086,315
1110194,2023-11-18,2023-12-01,S005,SKU-226,21
1110195,2023-11-10,2023-11-23,S007,SKU-385,489
1110196,2023-11-16,2023-11-29,S010,SKU-119,205
1110197,2023-11-11,2023-11-21,S008,SKU-255,124
1110198,2023-11-08,2023-11-23,S009,SKU-530,198
1110199,2023-11-04,2023-11-17,S006,SKU-132,199
1110200,2023-11-02,2023-11-11,S008,SKU-026,132
1110201,2023-11-26,2023-12-10,S010,SKU-163,326
1110202,2023-11-07,2023-11-20,S004,SKU-215,528
1110203,2023-11-18,2023-11-30,S005,SKU-001,498
1110204,2023-11-07,2023-11-17,S010,SKU-240,36
1110205,2023-11-05,2023-11-17,S003,SKU-052,325
1110206,2023-11-16,2023-12-02,S010,SKU-246,589
1110207,2023-11-27,2023-12-07,S005,SKU-305,416
1110208,2023-11-14,2023-11-20,S007,SKU-378,21
1110209,2023-11-12,2023-11-20,S004,SKU-320,159
1110210,2023-11-10,2023-11-24,S002,SKU-037,498
1110211,2023-11-11,2023-11-26,S003,SKU-453,48
1110212,2023-11-12,2023-11-17,S003,SKU-183,474
1110213,2023-11-16,2023-12-02,S006,SKU-072,74
1110214,2023-11-23,2023-12-06,S005,SKU-280,518
1110215,2023-11-13,2023-11-24,S010,SKU-107,199
1110216,2023-11-08,2023-11-15,S001,SKU-353,524
1110217,2023-11-03,2023-11-23,S009,SKU-396,295
1110218,2023-11-02,2023-11-17,S003,SKU-167,339
1110219,2023-11-28,2023-12-13,S002,SKU-158,198
1110220,2023-11-10,2023-11-17,S004,SKU-097,453
1110221,2023-11-26,2023-12-10,S006,SKU-528,152
1110222,2023-11-09,2023-11-19,S008,SKU-126,257
1110223,2023-11-03,2023-11-17,S002,SKU-156,183
1110224,2023-11-15,2023-11-24,S005,SKU-394,522
1110225,2023-11-04,2023-11-20,S009,SKU-454,446
1110226,2023-11-25,2023-12-05,S008,SKU-211,117
1110227,2023-11-26,2023-12-13,S001,SKU-185,85
1110228,2023-11-18,2023-12-02,S006,SKU-270,22
1110229,2023-11-22,2023-11-27,S003,SKU-229,27
1110230,2023-11-22,2023-12-07,S009,SKU-455,221
1110231,2023-11-13,2023-11-22,S004,SKU-197,173
1110232,2023-11-18,2023-11-25,S007,SKU-407,586
1110233,2023-11-20,2023-12-03,S005,SKU-406,588
1110234,2023-11-04,2023-11-11,S003,SKU-500,130
1110235,2023-11-27,2023-12-08,S005,SKU-313,217
1110236,2023-11-23,2023-12-03,S005,SKU-212,456
1110237,2023-11-21,2023-12-10,S006,SKU-255,23
1110238,2023-11-28,2023-12-05,S001,SKU-420,167
1110239,2023-11-22,2023-12-06,S006,SKU-044,156
1110240,2023-11-10,2023-11-25,S002,SKU-594,155
1110241,2023-11-17,2023-11-26,S005,SKU-188,480
1110242,2023-11-11,2023-11-25,S010,SKU-257,329
1110243,2023-11-17,2023-11-25,S004,SKU-048,433
1110244,2023-11-17,2023-11-28,S010,SKU-335,255
